flow_duration,packet_count,byte_count,protocol,src_port,dst_port,conn_rate,label,dataset_source
55.47349528921681,93,26366.07278954485,6,21638,8080,21.226864185059558,Botnet,IoT23
12.375668834500605,285,13575.281965306905,6,60892,8080,42.105965280837154,Botnet,IoT23
17.260083856202357,69,5379.908245748594,6,62989,80,0.03363444283541,Normal,IoT23
10.410207185527604,32,2881.4692672018655,6,26404,443,0.6260937367734138,Normal,IoT23
289.2860956627845,114,10434.855850717211,6,9249,8080,38.45139723760771,Botnet,IoT23
44.72084477701078,187,68578.0972987167,6,25259,443,8.465249945462924,Malware,IoT23
173.12035203782222,289,4824.203421422603,6,46574,6667,40.80489449840773,Botnet,IoT23
112.3841247326717,117,9175.363164962178,6,57200,443,12.146649203781628,Malware,IoT23
144.94863538857942,383,1309.491451529606,6,39099,443,3.1041315680986834,Malware,IoT23
5.805258192238778,40,155.82755777072168,6,44459,80,0.38657108289767794,Normal,IoT23
151.77266796903223,40,18708.98707067077,6,28062,6667,45.30622335153785,Botnet,IoT23
217.23227571362838,130,13156.969463294816,6,21362,6667,47.30702783508556,Botnet,IoT23
9.397056703074309,45,1836.5178264755943,6,24343,22,2.733955140500497,Normal,IoT23
179.8819154687616,431,12446.944171829535,6,50584,443,9.827254713988534,Malware,IoT23
3.329599089356968,77,799.6206820194485,6,6889,677,242.9033022885747,Reconnaissance,IoT23
9.7047628554328,89,763.6072317744415,6,52781,22,6.99328867799424,Normal,IoT23
5.477728267326895,81,138.494275847902,17,38843,22,0.15246669884428604,Normal,IoT23
93.30775594313302,410,5445.045016228545,6,1563,23,40.13005214204033,Botnet,IoT23
31.20787433778109,417,21428.32795322605,6,9084,443,3.2024952196659617,Malware,IoT23
5.157001000548991,29,17972.006484312325,17,41969,443,0.27710901084427797,Normal,IoT23
198.07413468262064,164,25753.085205533058,6,11673,8080,35.942684121020704,Botnet,IoT23
32.88293057903812,257,20686.759907166328,6,19579,6667,15.049728858435067,Botnet,IoT23
6.496328257086294,93,12390.707953287101,17,2253,443,4.095687349027264,Normal,IoT23
15.556360623835037,87,2441.4427410569324,6,2860,80,0.04477366944730654,Normal,IoT23
12.042237643061664,34,8145.223496797794,6,62407,22,0.09371589519104435,Normal,IoT23
2.518686561125498,109,765.4492808829701,17,19326,35,370.5332501435211,Reconnaissance,IoT23
299.25893729087204,290,9250.057359613023,6,39308,23,5.076031719645858,Botnet,IoT23
77.35720042296462,244,16520.87697034381,6,17220,8080,32.520394040193814,Botnet,IoT23
134.30581905776742,493,18130.587814642437,6,10845,443,4.568900288892632,Malware,IoT23
224.94236148889206,464,1568.4679018031607,6,55283,8080,10.220696556045908,Botnet,IoT23
2.882002668222254,68,191.8302099034673,17,49223,256,835.5951551626473,Reconnaissance,IoT23
3.615712497852988,483,41534.465905258076,6,29014,443,12.749615121543197,Malware,IoT23
148.72440554995947,350,38665.10695504394,6,62122,6667,8.729027198494485,Botnet,IoT23
117.24964833941166,191,27611.796954065998,6,21610,6667,6.604230602019721,Botnet,IoT23
6.69230818902468,59,1320.1717561249513,6,18269,170,482.177076121704,Reconnaissance,IoT23
85.51641285696235,22,58339.39267211425,6,22937,23,33.756474287494704,Botnet,IoT23
13.37666412758349,233,31633.4916411114,6,52124,443,2.4413598496772746,Malware,IoT23
52.807287138068304,365,49616.99079339316,6,57528,443,10.157687919507385,Malware,IoT23
259.4010635268156,298,2639.938124775332,6,36912,8080,38.94278284114584,Botnet,IoT23
2.2284758589009583,106,549.7802079870268,6,20147,176,299.61498516850577,Reconnaissance,IoT23
8.37036312578115,39,4051.6771636828867,6,33890,22,1.132731532710487,Normal,IoT23
19.791735217383206,65,3260.3493103009005,17,20899,22,6.795689612632596,Normal,IoT23
19.681194918897212,418,39897.45083003202,6,20639,443,8.299156181788888,Malware,IoT23
29.907150671229093,85,4999.256975769744,6,48958,443,2.358664763855522,Malware,IoT23
18.212952812706302,24,2033.7818255083753,6,33993,443,0.8761488308657681,Normal,IoT23
2.9444736059692214,38,4907.524500051776,17,29223,80,0.8333847574300842,Normal,IoT23
190.41474407173678,385,28785.035145007285,6,1151,8080,10.049418172524746,Botnet,IoT23
8.309651200813445,31,2964.7076948964213,17,25933,80,2.6850205516464074,Normal,IoT23
78.76380997141187,313,30822.17190557739,6,49908,443,4.749543259304706,Malware,IoT23
116.91192870233934,67,9062.582417574788,6,6375,8080,24.142096195930005,Botnet,IoT23
253.59546761646882,383,13539.097067747938,6,6855,6667,29.827402647670542,Botnet,IoT23
44.936459408974486,36,32933.22974587314,6,58102,6667,31.8351681406669,Botnet,IoT23
2.893341164573072,33,997.065341947304,17,31854,443,4.0864728288709715,Normal,IoT23
41.48472135693606,48,4727.00182731486,17,29472,80,2.1981457522769046,Normal,IoT23
70.56420824400058,406,1306.4066467111768,6,20570,6667,29.32138439077302,Botnet,IoT23
29.78642582219164,94,458.810618944336,17,63764,22,0.47878462111821946,Normal,IoT23
163.3645537779309,123,5314.231500855105,6,31590,8080,39.23248729127115,Botnet,IoT23
14.750575912222816,23,5017.171963831111,17,31451,80,0.7085060124062252,Normal,IoT23
24.81741301352176,54,10478.43811686146,17,16143,443,0.31555312526615326,Normal,IoT23
12.84016715835043,37,961.8889813680063,6,17454,443,2.036698202948962,Normal,IoT23
262.53086976559223,109,4455.646436890044,6,6792,6667,46.70596309782036,Botnet,IoT23
13.858364182746241,161,1838.8476836637258,6,41078,443,4.581772921593397,Malware,IoT23
7.241955671762421,77,2140.4911590505444,17,60881,363,394.4628234812403,Reconnaissance,IoT23
87.97004073405957,499,9370.704456599002,6,17975,23,10.612877100798002,Botnet,IoT23
153.05040097729218,218,8243.75527377927,6,3278,8080,18.497022018967435,Botnet,IoT23
206.6135260798309,36,9097.069513714132,6,34946,8080,33.46281096323483,Botnet,IoT23
35.73023569817381,429,4562.377219214366,6,5525,6667,44.00663509061689,Botnet,IoT23
5.38294961300873,89,4393.680966778544,17,39402,443,1.6628410151422928,Normal,IoT23
7.158174593461968,45,1414.2828081169189,6,56429,80,0.28316205872904615,Normal,IoT23
18.625379803700305,227,12546.965556951483,6,31650,6667,8.98979115274415,Botnet,IoT23
4.665376301898555,409,7612.603149886238,6,40650,443,4.809843617246754,Malware,IoT23
136.7271880988461,397,22463.325584489838,6,14900,8080,45.62580681997867,Botnet,IoT23
214.8758542337345,385,6903.2262440443965,6,25312,6667,29.973022391788568,Botnet,IoT23
226.5087297010743,486,34529.78829461431,6,49901,8080,38.62147502424371,Botnet,IoT23
92.76452676455968,143,7272.276746085963,6,42909,23,10.621673104246959,Botnet,IoT23
3.4091707368306294,65,3771.069504768829,17,32418,443,0.06156544504329179,Normal,IoT23
95.96150356002597,189,17485.71362551001,6,17860,8080,46.97704483460477,Botnet,IoT23
31.600024981372528,389,15490.381638509238,6,48023,6667,22.132910494409813,Botnet,IoT23
75.05161197358203,216,23174.13871466694,6,24238,443,8.648089080520998,Malware,IoT23
8.678651295775385,88,2255.930920793842,6,65102,443,1.0275217635539022,Normal,IoT23
3.8789082107950708,68,8714.330443601293,6,6397,443,10.378158433172054,Malware,IoT23
176.16941423356164,164,9734.806753537465,6,31874,6667,6.798741323915262,Botnet,IoT23
25.759690656619938,432,5519.355433043544,6,43500,8080,49.79840601403149,Botnet,IoT23
235.09194881937918,441,7602.682372199136,6,31272,6667,29.455238948248116,Botnet,IoT23
4.393877741281455,113,1023.1146944086873,6,53868,962,686.214585322308,Reconnaissance,IoT23
2.923935206628345,58,10290.207948195964,17,58673,80,4.375378709519332,Normal,IoT23
6.633332960533487,36,5540.11617898443,17,33623,80,3.706903037330744,Normal,IoT23
21.633899553077697,87,7357.078454198272,6,15233,22,3.7924615352623903,Normal,IoT23
3.8421595911428774,35,5077.391915280248,6,39033,443,4.866638651154913,Normal,IoT23
3.849294139902202,57,1270.8987720664306,6,15129,829,300.925450088587,Reconnaissance,IoT23
23.640654647938,63,10113.68211484128,17,31896,22,0.5468598803366326,Normal,IoT23
149.44726169808243,228,9380.493043776105,6,49675,23,6.522654523539142,Botnet,IoT23
145.51071745160965,51,3573.7972375032828,6,57558,6667,48.212279389394524,Botnet,IoT23
12.319288956682328,149,13234.867844966113,6,60767,6667,24.517794364407315,Botnet,IoT23
5.231580474956918,50,3747.9439052209796,6,8871,80,1.5080742223641581,Normal,IoT23
25.312660208981423,453,16021.126337053984,6,59577,443,8.309708086713579,Malware,IoT23
151.93981355473576,127,719.0878934355324,6,18378,6667,48.96093560984349,Botnet,IoT23
121.88838241814578,247,9862.008891706138,6,10256,23,42.2555893496958,Botnet,IoT23
64.31970358505595,150,27199.352679786116,6,33562,443,1.2210522531349974,Malware,IoT23
47.51348579363312,150,1916.2441512954215,6,31504,6667,38.45363052735246,Botnet,IoT23
122.93081100199944,48,63584.43892280442,6,7868,8080,40.277067060828514,Botnet,IoT23
294.5207792521886,368,55640.297603591025,6,50479,23,10.34958075708965,Botnet,IoT23
40.85579484757575,221,2273.363784066836,6,37490,23,44.145814038386256,Botnet,IoT23
3.9372778016524674,25,5621.840825447486,6,26942,443,0.6096577164097736,Normal,IoT23
9.735594557497222,148,159.23950349828152,17,43488,810,385.8517902654571,Reconnaissance,IoT23
2.2523197692182606,75,1651.2938991960486,17,57249,22,4.285214868825938,Normal,IoT23
19.80522530415519,91,3224.4028615119723,6,57769,80,2.339571419580313,Normal,IoT23
9.603537941638054,98,5311.168669659744,17,54558,443,1.2220813343889496,Normal,IoT23
0.43512671770048683,72,16.526152230443913,6,35585,631,963.6054568620391,Reconnaissance,IoT23
91.67033581699896,239,700.1466763033819,6,50788,6667,20.047676771850682,Botnet,IoT23
4.924065338209595,196,43076.34946867588,6,29316,443,7.977681646739233,Malware,IoT23
3.7408424564264005,143,337.9277653384481,17,53284,279,604.43848836138,Reconnaissance,IoT23
7.669758839961801,333,9514.987632627946,6,10095,443,11.904572942963041,Malware,IoT23
94.56088963280563,470,7979.022796292986,6,57409,6667,41.74870855610243,Botnet,IoT23
8.277735623935133,59,2471.8665069605413,17,22875,660,352.0773996321761,Reconnaissance,IoT23
68.90143340688172,466,4942.652402876292,6,11406,443,12.261475523544814,Malware,IoT23
10.10514032112293,52,3767.0025112645276,17,62398,80,0.00841223755333085,Normal,IoT23
25.510311006558684,454,33482.08497296519,6,62773,443,3.732567772722784,Malware,IoT23
156.48542169645395,280,26430.25735174213,6,57672,443,10.257619932337203,Malware,IoT23
277.7242497918883,333,8091.133005424537,6,50722,8080,8.659960105717529,Botnet,IoT23
48.478400640048605,22,5816.237356926404,17,18045,443,1.3153964898540793,Normal,IoT23
18.267010234031286,237,51720.318015269964,6,31525,443,7.515942522015396,Malware,IoT23
74.45248866122279,384,1722.863824763143,6,39344,443,7.036374449700636,Malware,IoT23
