duration,orig_bytes,resp_bytes,conn_state,history,label
3546.916740279709,553,57,S1,ShAdDaf,C&C
6.829279086800839,1235,1033,SF,ShADadfF,Normal
56.837438871471505,98753,42746,OTH,D,Malware
0.4963626224035938,889,0,S0,S,Mirai
0.10519180794791909,1102,0,S0,S,Mirai
77.26262568695954,67815,18666,OTH,D,Malware
0.06061701633155673,693,0,S0,S,Mirai
0.4073199676260817,707,0,S0,S,Mirai
0.017801626209563007,734,0,S0,S,Mirai
97.26104903356492,30893,37043,OTH,D,Malware
1545.8553845072315,600,356,S1,ShAdDaf,C&C
0.11794987659914238,974,0,S0,S,Mirai
0.49412438533056896,946,0,S0,S,Mirai
5.672392065305122,1251,14164,SF,ShADadfF,Normal
0.871260795796767,2898,1800,SF,ShADadfF,Normal
2518.188506729834,972,672,S1,ShAdDaf,C&C
1222.3286504449895,400,312,S1,ShAdDaf,C&C
2321.1999612915724,664,293,S1,ShAdDaf,C&C
6.978330016029121,22265,41203,OTH,D,Malware
6.196746478386425,373,6028,SF,ShADadfF,Normal
52.66866580351728,87772,4232,OTH,D,Malware
1.136379220657678,752,4745,SF,ShADadfF,Normal
0.37373364762447303,698,0,S0,S,Mirai
132.5449537213701,790,795,S1,ShAdDaf,C&C
5.762960256215619,1988,4402,SF,ShADadfF,Normal
89.62731147344417,29054,26231,OTH,D,Malware
2363.8173725762126,328,757,S1,ShAdDaf,C&C
3.9901624755497624,3731,13855,SF,ShADadfF,Normal
0.2917533689967289,674,0,S0,S,Mirai
3.296929765720051,106,4019,SF,ShADadfF,Normal
5.438918305612931,2116,3279,SF,ShADadfF,Normal
4.370028242646514,3499,16325,SF,ShADadfF,Normal
7.325161270075016,178,12965,SF,ShADadfF,Normal
0.010329463042909494,889,0,S0,S,Mirai
65.82943147778558,33521,19702,OTH,D,Malware
1256.4800435938405,932,436,S1,ShAdDaf,C&C
213.9657168463214,452,226,S1,ShAdDaf,C&C
0.29891822450904665,745,0,S0,S,Mirai
0.2734275834236726,713,0,S0,S,Mirai
3.1694590957208484,2577,4867,SF,ShADadfF,Normal
72.75423368166429,63679,6565,OTH,D,Malware
4.63935337091036,2210,797,SF,ShADadfF,Normal
2864.446428006437,499,290,S1,ShAdDaf,C&C
119.39091236579246,12361,35631,OTH,D,Malware
1474.043318818995,734,315,S1,ShAdDaf,C&C
13.375452044509096,96492,44479,OTH,D,Malware
32.51313530411561,91531,27641,OTH,D,Malware
2082.1543703027846,236,461,S1,ShAdDaf,C&C
149.09401964029024,57,999,S1,ShAdDaf,C&C
1.8524632247058561,1149,19559,SF,ShADadfF,Normal
0.46453688748232497,964,0,S0,S,Mirai
0.0553521162384869,1231,0,S0,S,Mirai
8.107997432215521,3852,6690,SF,ShADadfF,Normal
3.079627959599157,4347,13480,SF,ShADadfF,Normal
2056.7941972350445,392,918,S1,ShAdDaf,C&C
8.852050204242166,2859,15807,SF,ShADadfF,Normal
2131.9663141014466,840,504,S1,ShAdDaf,C&C
3.7958797908129207,4926,816,SF,ShADadfF,Normal
9.715059752625717,3708,16690,SF,ShADadfF,Normal
0.23748706737427103,1175,0,S0,S,Mirai
0.16806787520208447,874,0,S0,S,Mirai
0.0999419569317376,747,0,S0,S,Mirai
0.4607101513433901,1387,0,S0,S,Mirai
0.37774423559736026,1416,0,S0,S,Mirai
7.497931397727897,289,8713,SF,ShADadfF,Normal
80.10367008389672,34166,15061,OTH,D,Malware
7.114149557799665,558,18808,SF,ShADadfF,Normal
2545.6236840564443,915,106,S1,ShAdDaf,C&C
2812.621410662389,717,258,S1,ShAdDaf,C&C
7.200096613956157,4394,4493,SF,ShADadfF,Normal
3388.836267121817,638,803,S1,ShAdDaf,C&C
58.35854134336111,93140,42287,OTH,D,Malware
7.986629918667097,1007,13888,SF,ShADadfF,Normal
0.11638070417427393,1238,0,S0,S,Mirai
0.07673455887096307,891,0,S0,S,Mirai
0.03578553870064612,1454,0,S0,S,Mirai
43.14591428229364,42397,42716,OTH,D,Malware
47.12971655742906,62239,33137,OTH,D,Malware
1345.9880854008836,594,129,S1,ShAdDaf,C&C
86.66128725300155,11525,25009,OTH,D,Malware
27.251234864019665,92637,12568,OTH,D,Malware
1.416232835927595,1937,1436,SF,ShADadfF,Normal
0.33681677989197967,1402,0,S0,S,Mirai
821.0857702509275,958,743,S1,ShAdDaf,C&C
9.656314823424355,2025,1709,SF,ShADadfF,Normal
9.980590532171355,4098,15193,SF,ShADadfF,Normal
4.490837445296049,1579,18605,SF,ShADadfF,Normal
1143.8214232439102,609,165,S1,ShAdDaf,C&C
9.00279386031583,3006,559,SF,ShADadfF,Normal
0.09225663971166884,1031,0,S0,S,Mirai
0.05332981226267828,1135,0,S0,S,Mirai
81.15030621349851,78946,17891,OTH,D,Malware
0.23936821495139138,1331,0,S0,S,Mirai
2437.1793857049283,718,758,S1,ShAdDaf,C&C
4.005214242664188,857,16814,SF,ShADadfF,Normal
0.21394362275776307,570,0,S0,S,Mirai
2.2428324977735237,1516,10712,SF,ShADadfF,Normal
0.323218014257731,1061,0,S0,S,Mirai
8.127922721590624,59490,20946,OTH,D,Malware
29.260804408369577,35973,14708,OTH,D,Malware
5.63189699059367,1834,19660,SF,ShADadfF,Normal
0.11413039120930543,1145,0,S0,S,Mirai
42.854687499073236,85131,41497,OTH,D,Malware
0.3439413692690373,443,3416,SF,ShADadfF,Normal
3.8860887290056367,2291,3633,SF,ShADadfF,Normal
3.2755679549855232,1736,7654,SF,ShADadfF,Normal
68.76480026493468,56734,28586,OTH,D,Malware
0.2641459443819953,834,0,S0,S,Mirai
0.4017435483147954,502,0,S0,S,Mirai
8.270448673103433,4573,7144,SF,ShADadfF,Normal
0.15234039409402986,1468,0,S0,S,Mirai
0.43997884161488293,1425,0,S0,S,Mirai
1.0827430640968383,4463,17267,SF,ShADadfF,Normal
103.1099279826291,65022,14738,OTH,D,Malware
0.10324611778497612,677,0,S0,S,Mirai
3456.4679466046246,544,854,S1,ShAdDaf,C&C
6.386478626570055,4216,6188,SF,ShADadfF,Normal
107.4723720917524,82779,6306,OTH,D,Malware
72.13089161017446,55768,29288,OTH,D,Malware
3.148057950116984,1186,14139,SF,ShADadfF,Normal
0.10948118966754897,1441,0,S0,S,Mirai
0.14804170718126833,642,0,S0,S,Mirai
974.7971891612434,452,252,S1,ShAdDaf,C&C
0.29348048419216516,1461,0,S0,S,Mirai
6.9063353053463565,4235,16373,SF,ShADadfF,Normal
0.26746867308657696,558,12624,SF,ShADadfF,Normal
84.6787162602294,30726,18919,OTH,D,Malware
0.40033670081013967,835,0,S0,S,Mirai
0.3306452788560031,1158,0,S0,S,Mirai
0.4884994050455962,625,0,S0,S,Mirai
564.6943460164669,748,678,S1,ShAdDaf,C&C
0.12999742427368577,717,0,S0,S,Mirai
404.5947991526517,635,70,S1,ShAdDaf,C&C
23.404981345234855,5401,24868,OTH,D,Malware
6.334116894423888,1585,13390,SF,ShADadfF,Normal
0.36456199646315157,753,0,S0,S,Mirai
0.03148946218014816,1043,0,S0,S,Mirai
107.73273354792407,38113,27933,OTH,D,Malware
0.23858901201526453,1376,0,S0,S,Mirai
457.2419583805022,986,907,S1,ShAdDaf,C&C
0.47760125689950117,694,0,S0,S,Mirai
2060.10685542587,452,273,S1,ShAdDaf,C&C
941.2055961530689,350,309,S1,ShAdDaf,C&C
0.2977673295054455,1267,0,S0,S,Mirai
0.35858203866416216,529,0,S0,S,Mirai
0.18659447380075128,692,0,S0,S,Mirai
3406.883201429939,445,785,S1,ShAdDaf,C&C
0.3755859589581237,1207,0,S0,S,Mirai
0.17969663345854767,809,0,S0,S,Mirai
0.04585502928227265,963,0,S0,S,Mirai
9.140517413657655,3355,3437,SF,ShADadfF,Normal
0.03188895584077687,1242,0,S0,S,Mirai
91.27439792287703,62636,12262,OTH,D,Malware
3460.407382926862,147,569,S1,ShAdDaf,C&C
8.962337369655597,92524,39192,OTH,D,Malware
0.22729179047467074,1122,0,S0,S,Mirai
0.09888313781956062,710,0,S0,S,Mirai
54.61481180489135,44529,2289,OTH,D,Malware
0.3447025706792022,1127,0,S0,S,Mirai
0.23448029477776378,720,0,S0,S,Mirai
0.1971344464328303,1172,0,S0,S,Mirai
39.280819489160145,20046,22602,OTH,D,Malware
4.760566353642446,2165,3834,SF,ShADadfF,Normal
0.3871158464958964,1152,0,S0,S,Mirai
0.37123109798334675,612,0,S0,S,Mirai
0.4410803118084721,1371,0,S0,S,Mirai
0.10063938981981387,515,0,S0,S,Mirai
