flow_duration,packet_count,protocol,src_port,dst_port,flow_bytes,packet_rate,label
0.8800397409990917,3404,17,1558,22,226896.44134628613,3868.0071381043613,DDoS
1.7012467509343412,115,6,38518,364,4600.0,67.59748398451953,Reconnaissance
37.33058750049508,159,6,21998,9999,30068.604104658334,4.259241834806145,Botnet
11.677819802773467,829,6,30087,8080,38110.50336158856,70.98927830716428,DoS
15.819724432947943,14,17,10065,19084,8940.097983140637,0.8849711674396818,Normal
2.361637888908614,55,17,49267,56064,23273.85810349421,23.288921751427864,Normal
7.646586148750639,14,17,59229,20197,5524.11950840197,1.8308824000220587,Normal
10.292398340755419,372,6,19823,3389,34456.9484874483,36.14317943048994,Brute Force
2.9582055161026024,99,1,446,22822,16563.25805367724,33.46623466865521,Spoofing
5.331767873072593,73,6,56024,9999,10744.171347487734,13.691518786606803,Botnet
28.052350237263315,99,1,42906,1726,70218.6808077549,3.5291160691589196,Normal
0.2955080453138133,251,6,39547,817,10040.0,849.3846579826677,Reconnaissance
2.5561123169663658,568,6,19255,3389,154656.74836673713,222.21245765683383,Brute Force
7.011021285360351,57,1,44178,34152,13300.953240154635,8.130056618002454,Normal
0.781528915483186,72,1,58909,18284,22359.744227783027,92.12710953309445,Normal
5.936891210027922,89,6,49924,20771,40158.377840602225,14.991010758235102,Normal
0.05038891198098733,4555,1,49804,443,469203.15734577266,90396.87147280906,DDoS
36.26375748817768,1901,6,17003,443,99292.56591147078,52.42148447026604,DoS
1.3642094554153152,2094,1,44250,80,260710.92699477405,1534.9549086379186,DDoS
0.09528267334004596,4309,17,4467,443,352633.20366950514,45223.332311657425,DDoS
4.798472178633009,129,1,530,14255,10991.837521584706,26.883556931812738,Spoofing
8.73074456526,69,6,18814,16143,54970.42959437061,7.903106027698245,Normal
0.04582144367599235,1257,17,63037,22,139429.28610034924,27432.57084801524,DDoS
1.4931780542589297,2396,1,52986,22,235125.96612298326,1604.6311377038985,DDoS
27.31048926959806,928,6,53635,443,56125.08038143821,33.979618264585476,DoS
4.539156211705693,83,6,56289,9999,30257.397752636534,18.285336773816564,Botnet
23.562504864897427,28,6,15464,23926,6013.856904344273,1.1883286671152435,Normal
51.46386696534803,1029,6,31664,443,50761.024724029994,19.994610989742622,DoS
12.227681057039765,1212,6,14514,80,57817.16206360244,99.11936648872788,DoS
20.789191587789176,27,1,50259,6490,6063.3252466929425,1.2987518002315601,Normal
1.6164007905341446,83,6,122,38084,12367.426427870721,51.34865095715054,Spoofing
18.416070295395446,38,6,9629,8877,12816.72039223915,2.063415234112193,Normal
28.62256144367999,21,17,58062,29572,3648.680764741415,0.7336869567498792,Normal
2.93054676183446,268,6,43486,461,10720.0,91.45051138246902,Reconnaissance
2.542349051961,164,17,34146,770,6560.0,64.50727128656911,Reconnaissance
10.707285539263934,538,6,19851,3389,49262.70572491033,50.24616164639843,Brute Force
0.9184260433309083,2143,17,6690,443,208299.3047274766,2333.3397561635547,DDoS
10.022888906711584,54,17,55017,37883,24899.565115721438,5.3876682164800025,Normal
2.929031665976372,31,1,166,9590,5536.271195990386,10.583702579967284,Spoofing
0.6536957328062404,2323,1,8801,80,271800.0495640564,3553.6410648232763,DDoS
27.032669403936094,63,17,29873,24610,50244.53283251681,2.330513463491951,Normal
56.186974055931906,1965,6,57894,443,102850.9458513035,34.9725186845606,DoS
22.677940327334063,88,17,64765,54456,37139.690062246365,3.880422945373583,Normal
2.9190762951667235,186,17,24805,257,7440.0,63.7187867641454,Reconnaissance
1.076446530352085,1524,1,44186,80,183086.82193390894,1415.7693457393827,DDoS
3.8241710188355524,40,6,797,20982,2779.191370065115,10.459783258380497,Spoofing
0.6009199558356313,4164,1,54644,22,531599.5462941277,6929.3754676687295,DDoS
45.43756849558778,1487,6,7721,443,83612.07379597217,32.7262230183905,DoS
57.950292112362646,1341,6,18355,80,77698.20417304951,23.14052183550464,DoS
25.600156341001814,88,1,20953,6097,80805.25657573626,3.4374790070737626,Normal
2.7673744465334833,33,17,35792,243,1320.0,11.924660228519864,Reconnaissance
31.387464851762633,25,6,60755,8080,4005.946525947519,0.7964963120809698,Botnet
1.095917216044392,48,17,33358,928,1920.0,43.79892869394953,Reconnaissance
3.663191031481926,155,6,34338,22,29902.183205852085,42.312835630986875,Brute Force
45.35035622004467,856,6,63843,80,36800.09185815738,18.87526518747942,DoS
2.0475165772735635,94,6,38558,479,3760.0,45.90927421216229,Reconnaissance
5.910997483189703,52,1,41184,50712,17573.714784277352,8.797161587005052,Normal
28.252150347416602,85,6,33337,41069,29162.84418927187,3.008620545861298,Normal
18.98922378199877,18,17,15053,24117,14638.971675437182,0.9479060443251753,Normal
0.9976610835756519,1519,17,22082,443,133994.33006617788,1522.561143265057,DDoS
0.6051540957559731,1514,17,50646,443,102382.79000765586,2501.8421103284027,DDoS
0.1893634427632454,4916,1,4919,80,497809.8750920649,25960.660242887036,DDoS
7.64346987671417,225,6,55493,23,38341.65634133044,29.43689235767939,Brute Force
1.3662228159003003,2581,1,52604,443,192028.227810095,1889.150122485107,DDoS
0.9998656562424666,3890,17,63386,22,377925.1012642651,3890.522667433912,DDoS
46.0530906505417,728,6,9582,80,36810.83070299736,15.80784242091767,DoS
24.983217999767078,30,6,23388,37003,15812.825234452523,1.2008060771146334,Normal
8.921925023749406,468,6,7813,23,111499.1907052257,52.455047397755955,Brute Force
6.922884514567616,62,17,10887,6702,11374.446107008871,8.955804458320124,Normal
2.793310002518553,192,17,26497,781,7680.0,68.73565763445004,Reconnaissance
42.10189492265668,145,6,17610,6667,17316.89990264994,3.4440255068417316,Botnet
7.740906644898448,73,1,55421,4190,50905.5394847808,9.430419891203542,Normal
7.550431566240764,19,17,14523,30525,15816.023698454988,2.5164124505084136,Normal
3.23532889114011,355,6,35252,22,91734.03854773089,109.72609337250414,Brute Force
7.990000564440315,114,6,11040,8080,15254.921174252951,14.267833785564381,Botnet
42.457679502272484,113,6,39680,6667,44541.48572800526,2.661473762218961,Botnet
13.084474992771625,119,6,12786,6667,43683.09534664391,9.094747788179522,Botnet
4.20467202994974,36,6,34606,52590,3959.3704966843966,8.561904410991675,Normal
0.38726637144908727,4963,1,40135,80,401072.48975107865,12815.468540243419,DDoS
4.302626259668219,91,1,46289,53573,37282.870904399446,21.14987324207358,Normal
1.6231265498663987,573,6,32525,22,110574.06228146753,353.0223814324054,Brute Force
2.693410495903592,28,1,488,5650,5306.740300385933,10.395741771477166,Spoofing
1.3774812522167148,4703,1,59209,443,393422.95404948795,3414.2025471720117,DDoS
16.551204406214325,44,6,11020,16513,32637.87714765177,2.658416808838379,Normal
0.041513236790630265,1102,1,10360,443,128425.79029769768,26545.749866672086,DDoS
1.359808390139625,3279,1,14359,22,217127.65935873034,2411.3691486072626,DDoS
32.203145006465746,162,6,15993,6667,57380.42432079243,5.030564560308431,Botnet
2.981817720792489,110,6,130,53332,15634.961146300862,36.89024960612444,Spoofing
9.923634736929102,511,6,9338,3389,59779.83653193626,51.49322940095742,Brute Force
27.19942423984434,1434,6,1318,80,91625.22555597508,52.72170423002331,DoS
15.057659943149892,27,17,22942,47757,8320.479458368422,1.7931073023257496,Normal
24.66132785700595,81,6,39283,8080,10646.64354939351,3.2844946739957877,Botnet
43.715026115992586,174,6,48231,8080,22213.50817760254,3.9803247409325992,Botnet
5.120127857148683,1547,6,22347,8080,81250.11576115094,302.1408924076165,DoS
22.798705395312137,132,6,62460,6667,12625.02833460489,5.789802434446203,Botnet
19.736851255876633,1805,6,55736,8080,74245.78164975278,91.45329093274503,DoS
57.57467448135003,1887,6,30530,8080,85240.14629262335,32.774827074554274,DoS
0.9140071409353058,1815,17,15219,22,219759.98278177687,1985.7612908173846,DDoS
1.0333922200677204,67,1,60750,39776,56872.05891492034,64.83501491390108,Normal
25.97492568845014,98,6,50883,30314,81711.7270620699,3.7728693115598064,Normal
13.611008251309212,36,17,25181,2797,31441.47240500569,2.644917946952037,Normal
4.41812834024126,55,6,675,4657,5510.476125172675,12.44871035072662,Spoofing
0.9056258394204911,2918,1,11996,80,245497.48431398728,3222.0812094619832,DDoS
15.633657848662871,1535,6,62640,8080,66031.00559590635,98.1855951344929,DoS
2.0112130726129993,189,17,42826,440,7560.0,93.97313620005873,Reconnaissance
18.089627969364713,97,1,46732,26712,78450.7463045602,5.3621887727194935,Normal
0.7602351318340149,3404,1,57178,80,424333.2900631957,4477.562082389016,DDoS
9.467880389036614,57,6,30454,6667,19567.254366642097,6.02035489020367,Botnet
19.637686596834158,85,17,55867,20952,57283.403769952805,4.328412085652852,Normal
9.327828368174734,80,1,52907,9613,23891.293900511104,8.576487135306754,Normal
0.511155132806217,1209,1,54104,443,133198.84998051025,2365.231066667859,DDoS
15.698170671077303,62,17,27139,40159,45709.584341952046,3.9495047734593896,Normal
0.6980622934586878,276,17,18245,379,11040.0,395.3801868204389,Reconnaissance
8.65888187285819,274,6,28961,22,59414.713901405354,31.64380852207607,Brute Force
2.7463886774187594,49,1,323,43602,4780.7490009143285,17.841611568998125,Spoofing
6.6813692908038025,402,6,5381,23,75708.01158403145,60.167307404084134,Brute Force
12.714215606013003,276,6,33648,22,40230.79583397079,21.707984869272615,Brute Force
12.619083669239119,5,6,37311,19167,2886.1609070946747,0.39622528315492817,Normal
4.910832673037172,182,6,39913,22,16655.407606318542,37.06092471838174,Brute Force
48.056673989266166,1919,6,6433,8080,80945.40985115252,39.9320186084585,DoS
12.96545057937969,289,6,36748,3389,69353.01144327801,22.290008220742198,Brute Force
14.730656441443923,174,6,27169,3389,37933.58516475285,11.81210088577317,Brute Force
0.7128311626679021,2020,1,43430,80,246634.0234551872,2833.7706118792244,DDoS
22.028230091423595,23,1,45665,18753,18693.66769210761,1.0441147520496779,Normal
29.036179284927357,96,17,60866,53980,55370.034259627166,3.306220114498104,Normal
0.7591473283515541,3577,1,17499,22,305413.9097928728,4711.865360531869,DDoS
8.305632254272652,439,6,9152,3389,108617.95783326805,52.85569918824253,Brute Force
10.98220008606437,574,6,64912,3389,46122.19796369135,52.266394301845324,Brute Force
8.85496297238519,30,6,24204,50961,12563.072523303546,3.387930598191891,Normal
48.59809150671578,1905,6,1888,443,116127.77312534333,39.19907018852268,DoS
0.07204959328657068,4003,17,58678,80,411821.40357734414,55558.95345693949,DDoS
15.933161023776487,58,17,30397,12676,47864.20736536087,3.6402067306951,Normal
20.01325305704773,13,17,20642,33295,657.4467120283811,0.6495695608776609,Normal
0.6307876957464883,1036,17,58199,22,132247.58847521074,1642.390945457448,DDoS
2.2554115278933553,114,17,45672,191,4560.0,50.54509945973388,Reconnaissance
0.42787804649248246,4041,17,51641,80,486548.69643689884,9444.279820210402,DDoS
11.206229948428643,1993,6,48231,80,107852.08978029013,177.84750171751222,DoS
25.749824387093952,29,6,42060,9999,9513.619375116838,1.1262212729705088,Botnet
1.111817234287329,1716,1,29642,443,135694.79320090648,1543.4191403769255,DDoS
2.585533778093449,274,17,48989,350,10960.0,105.97424884622676,Reconnaissance
1.5590006403880046,17,6,55461,299,680.0,10.904421434855239,Reconnaissance
1.4523530363481507,1788,17,17229,22,183370.54108366463,1231.1056301405974,DDoS
22.985372267285616,1165,6,23710,8080,60665.90990359419,50.68440860790883,DoS
0.1335427262777769,2253,1,27752,22,278540.2175981035,16871.00497943725,DDoS
0.31823909437920883,4746,1,43338,80,448644.5361088779,14913.315440574812,DDoS
15.006269319060188,34,6,58302,2905,3260.219594139086,2.2657196986871986,Normal
0.9465108595773278,111,6,752,16219,14490.181626607238,117.27282246879656,Spoofing
26.023052600797026,1315,6,29285,8080,82507.00266291226,50.532119354810995,DoS
23.105970098007553,14,6,12217,22625,13039.144186124384,0.6059040127125946,Normal
0.8738083012602602,1009,17,65482,80,86926.30250661679,1154.7155120233556,DDoS
0.6642838353942326,176,6,9023,550,7040.0,264.946985945472,Reconnaissance
18.312190825890724,37,6,58765,14906,15503.554687835654,2.0205119284628403,Normal
28.016752757229796,93,6,51404,30528,45480.601737449964,3.319442506626722,Normal
11.586073367529254,1869,6,16728,443,105131.71881025514,161.31435911997568,DoS
1.3776531951339819,224,6,3455,575,8960.0,162.5953475019634,Reconnaissance
10.400472705106589,36,17,9875,40118,4405.050486126356,3.4613811334098448,Normal
3.477468674006602,26,6,210,40367,4741.355799628781,7.476702865605925,Spoofing
2.3941186579041087,67,6,27357,8080,15092.086841480423,27.98524616931645,Botnet
26.50383167787286,34,1,23248,15748,30979.598075947328,1.2828333809705497,Normal
24.963552867800235,175,6,34853,8080,37921.68974854429,7.01022009674462,Botnet
0.734799156841393,2257,17,15134,443,256347.9564300364,3071.587629063074,DDoS
1.3975999767137623,130,6,981,4508,10823.250682308155,93.01660143532247,Spoofing
1.6407271184758867,110,6,538,4019,5314.603327108773,67.04344601933673,Spoofing
18.297047911382485,512,6,26699,8080,24859.326455397222,27.982656135555498,DoS
28.875703042408386,86,6,38591,36970,15405.629438160364,2.978282463761864,Normal
11.603951447226548,264,6,58917,3389,28990.820016408594,22.750870787476316,Brute Force
1.4016412535837997,1797,1,31201,80,185353.2959446968,1282.0684289973085,DDoS
28.162286153691348,94,6,14956,13581,72761.43599269749,3.3377972046377717,Normal
11.351595490920024,7,6,16363,23714,1374.705838088088,0.6166534039729655,Normal
29.212194944089084,805,6,63561,8080,37151.56869213329,27.556984387538705,DoS
0.10196756572416538,65,1,974,25216,5935.406515836657,637.457602703127,Spoofing
28.93552235615906,68,6,63028,6187,21227.349380886924,2.3500526157090746,Normal
57.16338355478211,1076,6,7435,80,67879.19851516272,18.823238462937088,DoS
16.648488977036145,69,6,5535,24977,65067.99354608818,4.14452026818615,Normal
