flow_duration,packet_count,byte_count,protocol,src_port,dst_port,conn_rate,label,dataset_source,label_encoded
11.980870822023904,74,12380.809784594794,6,2201,80,0.9567027297976104,Normal,CICIoT2023,5
4.589405028072104,342,2824.5530091573796,6,47843,21,148.59133095458753,Brute Force,CICIoT2023,1
0.8286272152613755,7570,19200.422291350013,1,65130,80,511.3443124672132,DoS,CICIoT2023,3
0.9747373240903585,6243,1556783.1481524955,1,37938,80,590.4010854343413,DDoS,CICIoT2023,2
41.87093384500177,90,1181.8224258781947,17,7036,80,0.6705899851833239,Normal,CICIoT2023,5
6.507156807419179,32,3973.535690691302,17,50281,443,2.5186234492962027,Normal,CICIoT2023,5
5.774676133120691,8,8762.945844824675,17,53706,22,2.2858673852523403,Normal,CICIoT2023,5
0.9890479037085721,14,408.11650349425696,1,0,0,36.5750460298279,Spoofing,CICIoT2023,8
1.1921768146402776,9636,158235.48004624207,17,35590,80,1723.6229652564214,DDoS,CICIoT2023,2
0.5665294277271975,7284,470164.21137691225,17,35092,80,1826.3096950226118,DoS,CICIoT2023,3
4.883110987547504,13,5300.857260909065,17,11641,80,3.6634299643378476,Normal,CICIoT2023,5
9.1002081105821,769,8133.665620556651,6,63322,22,125.51512545869876,Brute Force,CICIoT2023,1
3.6865945311696096,5,1102.3866015108204,1,0,0,70.07949093623233,Spoofing,CICIoT2023,8
2.5061802593668867,40,910.8535856946071,6,64753,80,0.36787982984631584,Normal,CICIoT2023,5
21.02681957122799,37,1321.451633442697,6,42645,80,2.0542853760991746,Normal,CICIoT2023,5
15.012774599858771,36,5180.013836320112,6,28237,80,1.805152095078644,Normal,CICIoT2023,5
11.300525724878739,6,1704.7484634542077,6,62097,22,1.1693640589543508,Normal,CICIoT2023,5
0.6742284627200712,7602,2379693.403932185,17,61970,80,1404.8291153200585,DDoS,CICIoT2023,2
0.5124684278055763,7764,51375.34367389874,6,46432,80,1393.626092283435,DDoS,CICIoT2023,2
8.692111645070757,74,2292.496174052104,17,51980,80,3.5659536585500273,Normal,CICIoT2023,5
1.0077078980396033,3475,143098.653842103,6,61191,80,1820.1186313421874,DDoS,CICIoT2023,2
16.78498060615396,48,2060.28021242073,6,9557,443,0.10751660908477453,Normal,CICIoT2023,5
8.133721508395997,85,27096.759269600498,6,47901,443,1.652428520287922,Normal,CICIoT2023,5
48.41805140943003,81,5138.742336281254,6,26616,22,1.534998852052893,Normal,CICIoT2023,5
0.15404790997361223,1632,872442.4628301741,6,47503,80,1497.367586730827,DDoS,CICIoT2023,2
1.1952204415766965,2679,251059.38524263873,1,38235,80,1961.2469429420235,DoS,CICIoT2023,3
1.303444022215389,88,13186.545485792862,17,19776,80,2.2267927348548002,Normal,CICIoT2023,5
0.148464425125291,7549,56674.489771510904,1,5919,80,691.5702254528522,DDoS,CICIoT2023,2
1.2408407690762673,3785,42594.18376321581,6,6806,80,894.6688548662643,DDoS,CICIoT2023,2
7.697503930292755,89,2225.7002474885594,6,65480,80,0.7291962438952043,Normal,CICIoT2023,5
0.6015024604406823,8574,1437003.6869311107,17,38198,80,742.6463170281644,DDoS,CICIoT2023,2
24.146044204900278,19,24341.316326801178,6,25843,443,1.3909116836655109,Normal,CICIoT2023,5
8.592019092939072,42,8603.647870053628,6,12445,443,4.0507658383112535,Normal,CICIoT2023,5
8.253328601058591,897,2382.349697039011,6,41485,22,130.6319944616038,Brute Force,CICIoT2023,1
1.2060444247850821,908,11872.83150977474,6,8397,23,210.243019336333,Brute Force,CICIoT2023,1
